nama,no_telp,alamat,latitude,longitude,kategori_1,kategori_2,kategori_3,kategori_4,kategori_5,id
Joy Laundry Semarang,081234567891,"Jl. Gergaji Balekambang VII No.16, Mugassari, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50243",0.035595171999944886,0.5624855505749071,0,1,0,1,0,134
Crystal Clean Drycleaning,081234567891,"XCC9+6H4 Laundry Kharisma, Jl. Kesatrian, Jatingaleh, Kec. Candisari, Kota Semarang, Jawa Tengah 50271",0.03337219857211415,0.563382410620334,0,0,1,0,1,135
GAMA Laundry,081234567891,"Jl. Veteran No.40, Mugassari, Semarang Selatan, Semarang City, Central Java 50249",0.03311341869570594,0.5630399887586037,0,0,1,0,0,136
Washteria,081234567891,"Jl. Pleburan Barat No.38B, Pleburan, Semarang Selatan, Semarang City, Central Java 50241",0.03341979235357939,0.5639112351336371,1,1,1,1,0,137
Tukang Cuci Laundry Pusat,081234567891,"Tlogosari Kulon, Kec. Pedurungan, Kota Semarang, Jawa Tengah",0.025784066832526986,0.5635155349295813,0,1,0,1,0,138
®® Laundry,081234567891,"ruko siranda, Jl. Diponegoro No.8i, Tegalsari, Kec. Candisari, Kota Semarang, Jawa Tengah 50231",0.030681521234788955,0.5618728734870224,1,0,1,0,1,139
Tatarapi Laundry and Wet Clean,081234567891,"Jl. Tirto Agung No.64D, Tembalang, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50275",0.026603838049400474,0.5630965582429344,0,1,0,0,0,140
Elephant King,081234567891,"Jl. Selomas Bar. IV No.167, Panggung Lor, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50177",0.03343942705049574,0.5632013024145959,1,1,0,1,1,141
In-Dry Laundry,081234567891,"Jalan Mayjen Sutoyo No.969, Pekunden, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50134",0.03258608683566855,0.561274934991598,0,1,1,1,1,142
Cika Laundry Hasanudin,081234567891,"Jl. Kyai Saleh No.62, Mugassari, Semarang Selatan, Semarang City, Central Java 50243",0.03487900321610904,0.5629380587518451,1,0,0,0,0,143
Vetoux laundry,081234567891,"Jl. Kartini II No.1, Karangturi, Semarang Timur, Semarang City, Central Java 50124",0.030208931271684114,0.5633023738625704,0,1,0,0,0,144
Vellian laundry,081234567891,"Jl. Tusam Raya, Pedalangan, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50268",0.03505689176052107,0.5629418268709525,1,1,1,1,1,145
Laundry Trezno Semarang,081234567891,"Jl. Menoreh Selatan Gg. Buntu 3, Sampangan, Kec. Gajahmungkur, Kota Semarang, Jawa Tengah 50233",0.03315811703799465,0.5631205501911793,0,1,0,1,0,146
SEVEN Professional Laundry on Kilo's and Dry Clean,081234567891,"Jl. Durian Raya No.16, Srondol Wetan, Banyumanik, Semarang City, Central Java 50263",0.030725405234809156,0.5618527450533062,1,1,0,1,1,147
Cuci Express Laundry Jalan Borobudur Utara Raya,081234567891,"Jl. MH Thamrin No.136, Miroto, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50134",0.032252568435514495,0.5613391838072763,1,1,1,0,1,148
Primaklin Laundry & Dry Clean,081234567891,"Jl.wologito tengah III B no.3, Kembangarum, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50183",0.03164633585791499,0.5635231188655085,1,0,0,0,0,149
CLING Laundry,081234567891,"Jalan Hasanudin No.G11, Plombokan, Semarang Utara, Plombokan, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50171",0.03518347674202282,0.5628529660367976,0,0,1,0,1,150
My Laundry,081234567891,"Jl. Sultan Agung No.162 E, Kaliwiru, Kec. Candisari, Kota Semarang, Jawa Tengah",0.034310411347805214,0.5642772196642207,1,1,1,1,0,151
Divya Laundry and Shoes care,081234567891,"Jl. Purwosari Perbalan No.C 50, Purwosari, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50172",0.029098711312408487,0.5635158688135533,1,0,0,0,0,152
Klin Binatu,081234567891,"2C68+JF4 Laundry Trezno Semarang, Jl. Mugas No.778, RT.005/RW.002, Mugassari, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50249",0.03480743157896249,0.5618915709894319,0,1,0,0,0,153
Be Clean Laundry and Dry Cleaning,081234567891,"Jl. Menoreh Raya No.55, Sampangan, Kec. Gajahmungkur, Kota Semarang, Jawa Tengah 50232",0.02811996238824499,0.563419614834312,1,1,1,1,1,154
Cuci express laundry Indraprasta,081234567891,"Jl. Borobudur Utara Raya No.4, Manyaran, Semarang Barat, Semarang City, Central Java 50147",0.034067646869342494,0.5627757434439378,0,0,0,1,0,155
Self Service Laundry Anjasmoro,081234567891,"Jl. Genuk Perbalan V No.1, Tegalsari, Kec. Candisari, Kota Semarang, Jawa Tengah 50614",0.033801175982621556,0.561936216046206,1,1,1,1,1,156
Dian laundry,081234567891,"Jl. Brotojoyo Timur II No.9, Panggung Kidul, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50178",0.034923430110974873,0.5646493095017124,1,0,0,0,1,157
Kedai Arafah Dan Laundry,081234567891,"Jl. Kanalsari Bar. 2B A No.mor 63, Rejosari, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50125",0.03524563820184534,0.5655245624844056,1,1,1,1,1,158
Murah Laundry,081234567891,"Jl. Jangli Perbalan Sel. No.1, Ngesrep, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50261",0.035098694663633134,0.5627448830254203,0,1,1,1,1,159
CippuClean Laundry Express,081234567891,"JL. Puri Anjasmoro Bl D-1/2, Tawangmas, Semarang Barat, Semarang City, Central Java 50144",0.02944562111875415,0.562846097566525,1,0,1,0,1,160
Circle laundry,081234567891,"Jl. Bukit Sari Raya No.14, Sumurboto, Banyumanik, Semarang City, Central Java 50241",0.028355216821343454,0.5659616643009393,1,1,1,1,0,161
Doktor Laundry,081234567891,"Jl. Indraprasta No.44, Pindrikan Lor, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50131",0.03264824829549107,0.5644954843862262,0,1,0,0,0,162
i-Laundry,081234567891,"Jl. Anjasmoro Raya No.4C, Karangayu, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50149",0.03352267092682282,0.562196120869241,1,0,0,0,1,163
Laundry Juang354,081234567891,"2CJX+97R Dian laundry, Jl. Dempel Bar., RT.06/RW.8, Sawah Besar, Kec. Gayamsari, Kota Semarang, Jawa Tengah 50163",0.027751246305600552,0.563378070128703,1,0,1,1,0,164
Express Laundry,081234567891,"2FM8+RJC Kedai Arafah Dan Laundry, Jl. Kapas Utara Raya, Gebangsari, Kec. Genuk, Kota Semarang, Jawa Tengah 50117",0.032269941070574126,0.5616762635254613,0,1,1,1,0,165
Alsya laundry,081234567891,"Panggung Kidul, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50178",0.031081363288581798,0.5640756491407952,0,1,1,1,1,166
Laily Laundry,081234567891,"Jl. Karangrejo Raya No. 103 A, Jatingaleh, Karangrejo, Kec. Gajahmungkur, Kota Semarang, Jawa Tengah 50234",0.034876922119200904,0.5638414056858627,0,1,0,0,0,167
Cleanpro Express Jalan Supriyadi,081234567891,"Jl. Bukit bougenvil raya E 67 A, Sendangmulyo, Kec. Tembalang, Kota Semarang, Jawa Tengah 50272",0.03184820225800811,0.5649702673938402,0,1,1,0,0,168
Rumah Laundry 161,081234567891,"Jl. Badak V No.4, Pandean Lamper, Gayamsari, Semarang City, Central Java 50249",0.030221236888184566,0.5634686003827172,1,1,1,0,1,169
Artifa Laundry,081234567891,"Jl. Puspowarno No.38, Salamanmloyo, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50149",0.03218054438599671,0.5653384937168049,1,1,1,0,1,170
Anfiza laundry,081234567891,"XC2C+MHX Laundry Juang354, Jl. Ngesrep Timur V Dalam I, Sumurboto, Kec. Banyumanik, Kota Semarang, Jawa Tengah 50269",0.035888154251626614,0.5631621902922088,1,1,1,1,1,171
Cathy Laundry 2,081234567891,"292P+M88 Express Laundry, Gisikdrono, Semarang Barat, Semarang City, Central Java 50147",0.03216860069939331,0.5635082371799163,1,1,1,1,0,172
Superwash Soegiyopranoto,081234567891,"XCQP+CF6 Alsya laundry, Jl. Taman Singotoro, Jomblang, Kec. Candisari, Kota Semarang, Jawa Tengah 50256",0.033620391999032884,0.5626723825058724,0,0,0,0,1,173
Jleger Laundry,081234567891,"Kp. Batiksari no No.18, Rejomulyo, Kec. Semarang Tim., Kota Semarang, Jawa Tengah 50227",0.03124350788247121,0.5639965663372362,1,1,0,0,1,174
FREZZY Laundry & Dry Cleaning,081234567891,"Ruko Arthamas, No, Jl. Supriyadi No.12X, Kalicari, Pedurungan, Semarang City, Central Java 50198",0.03459425486958567,0.5618949098291477,0,0,0,0,1,175
Shekar Laundry Semarang,081234567891,"Jl. Dr. Wahidin No.161, Kaliwiru, Kec. Candisari, Kota Semarang, Jawa Tengah 50253",0.03289037939663386,0.5626283098216218,1,1,1,1,0,176
Pulito laundry,081234567891,"Jl. Tlogo Putih No.mor 193, Palebon, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50199",0.033681377186689954,0.5632314473674604,1,1,1,1,1,177
Ary Laundry,081234567891,"2CR8+MQ9 Anfiza laundry, Jl. Lodan 4, Bandarharjo, Kec. Semarang Utara, Kota Semarang, Jawa Tengah 50175",0.03344187007730093,0.5618774047694943,0,0,1,0,1,178
Fastklin Laundry Coin,081234567891,"Jl. Pleburan Barat No.48, Pleburan, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50241",0.03434217069627343,0.5636942582498072,1,0,1,1,1,179
Laundry 26,081234567891,"Jl. Mgr Sugiyopranoto No.14F, Bulustalan, Semarang Selatan, Semarang City, Central Java 50245",0.03216190499629745,0.5638035337039407,1,0,1,1,0,180
Pulito Dry Cleaning Semarang - Brigjen Sudiarto,081234567891,"Jl. Jomblang Sari No.10 A, Jomblang, Kec. Candisari, Kota Semarang, Jawa Tengah 50256",0.031918145210617865,0.5646966256302592,1,0,1,1,1,181
CUCI Express Laundry,081234567891,"Jalan Puri Anjasmoro CI - 22/6, Tawangsari, Semarang Barat, Tawangmas, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50144",0.03369024446916824,0.565219392534364,0,0,0,0,1,182
"42 Laundry, Batik Laundry, & Dry Clean",081234567891,"Jl. Barusari Baru No.19, Barusari, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50245",0.032720815239854484,0.5630388917112681,1,0,1,0,0,183
Fa'i Laundry,081234567891,"Jl. Moh. Suyudi No.69, Miroto, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50134",0.033522308996925765,0.5625744591067736,1,0,0,0,0,184
Karunia Laundry & Dry Cleaning,081234567891,"Jl. Puspogiwang Barat No.11, Gisikdrono, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50149",0.03247895558613456,0.5628220102228587,0,0,1,0,0,185
Home Laundry,081234567891,"Gg. Pinggir No.17, Kranggan, Semarang Tengah, Semarang City, Central Java 50133",0.032739273664605384,0.5643447596219042,1,0,0,0,1,186
NR Laundry,081234567891,"Jl. Wonodri Krajan II No.26, RT.03/RW.01, Wonodri, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50242",0.031820062208510635,0.564486660309834,1,1,1,0,1,187
Zero Point Laundry,081234567891,"Jl. Majapahit No.B168, Gayamsari, Kec. Gayamsari, Kota Semarang, Jawa Tengah 50161",0.02664328840818153,0.5643491955089557,0,0,0,1,1,188
CippuClean Laundry & Dryclean (Workshop),081234567891,"2F86+W2X CUCI Express Laundry, Jl. Tlogosari Raya II, Tlogosari Kulon, Kec. Pedurungan, Kota Semarang, Jawa Tengah",0.03187100384152386,0.5633169693619005,0,0,1,0,1,189
La Laundry,081234567891,"Jl. Menteri Supeno No.42, Mugassari, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50249",0.03288757443993151,0.5611379948655326,0,0,0,1,0,190
SEKAR JAGO Laundry,081234567891,"Jl. Bulustalan III No.347, Bulustalan, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50246",0.0326935800150997,0.5601910999220765,1,1,1,1,0,191
Auren Laundry,081234567891,"2C35+HWW Karunia Laundry & Dry Cleaning, Jl. Kintelan Baru, Bendungan, Kec. Gajahmungkur, Kota Semarang, Jawa Tengah 50231",0.031123166191693863,0.5644128719521104,1,1,1,0,1,192
Ditta Laundry,081234567891,"Jl. Bulustalan III No.347, Bulustalan, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50246",0.029856411551933637,0.5638684979852719,1,1,0,0,1,193
Famili laundry,081234567891,"Jl. Badak V No.18, Pandean Lamper, Kec. Gayamsari, Kota Semarang, Jawa Tengah 50249",0.0338335687084097,0.5627051985305096,0,1,0,0,0,194
Ar'y Laundry,081234567891,"Gg. X No.8, Lamper Tengah, Semarang Selatan, Semarang City, Central Java 50248",0.032049435280781524,0.5619125102842224,0,1,0,0,1,195
Latansya Laundry,081234567891,"Jl. Gondang Raya No.02B, Tembalang, Semarang City, Central Java 50275",0.030723957515220945,0.5620102428924811,1,0,1,1,1,196
Rizkyta Laundry,081234567891,"Tegalsari, Kec. Candisari, Kota Semarang, Jawa Tengah 50614",0.03318743335965768,0.5643926004252631,0,0,1,1,1,197
5àsec Semarang,081234567891,"Jalan.Dinar Asri Ruko B No.8, Kelurahan.Meteseh, Kecamatan.Tembalang, Meteseh, Kec. Tembalang, Kota Semarang, Jawa Tengah 50127",0.032392092410836626,0.5631209794705718,0,0,0,1,0,198
Siwalan Laundry & Dry Clean,081234567891,"295F+9RV La Laundry, Kembangarum, Semarang Barat, Semarang City, Central Java 50183",0.03246809768922232,0.5638225650903221,0,0,0,0,1,199
Laundry Semarang,081234567891,"Perum BPI Blok J.30, Purwoyoso, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50184",0.03426127936427725,0.561914847472023,1,1,0,0,1,200
Anugerah Laundry & Dry Cleaning,081234567891,"Jl. Lamper Tengah I No.545B, Lamper Tengah, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50248",0.0312914635938335,0.5613463861615209,0,1,0,1,1,201
My-Best Laundry Dan Dry Clean,081234567891,"XCFJ+XPV Ditta Laundry, Karanganyar Gunung, Candisari, Semarang City, Central Java 50255",0.030515576376980325,0.561920571197251,1,0,0,0,0,202
Kiloan Laundry & Dry Clean,081234567891,"Jl. Nakula 1 No.66, Pendrikan Kidul, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50131",0.032449096369625896,0.5618100556026517,1,1,1,0,1,203
Star Laundry,081234567891,"Jl. Wr. Supratman No.44, Manyaran, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50149",0.03398603167755221,0.5634844837202229,1,0,0,0,0,204
Arsyta Laundry,081234567891,"Jl. Kendeng Barat I No.24, Sampangan, Kec. Gajahmungkur, Kota Semarang, Jawa Tengah 50232",0.03210336283544568,0.5638669239608349,1,0,0,0,0,205
Dian Laundry,081234567891,"Jl. Patiunus 1 No.26, Pandean Lamper, Kec. Gayamsari, Kota Semarang, Jawa Tengah 50166",0.02941114729605787,0.5629555638114994,1,0,0,1,1,206
Sri Laundry,081234567891,"2C6V+5HR Laundry, Jl. Griya Prasetya Utara II, RW.Nomer 23, Pandean Lamper, Kec. Gayamsari, Kota Semarang, Jawa Tengah 50167",0.03282197464608683,0.5643862089320919,0,1,1,0,0,207
RY LAUNDRY,081234567891,"Jl. Veteran No.35, Mugassari, Semarang Selatan, Semarang City, Central Java 50231",0.10229731382868978,0.3824412899616787,1,1,0,0,1,208
JE CLEAN LAUNDRY,081234567891,"2C3J+G8W Siwalan Laundry & Dry Clean, Jl. Siwalan 1, Wonodri, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50242",0.10421563276565826,0.38134181004320045,1,1,0,0,1,209
VIVA Laundry Serpong,081234567891,"Jl. Anjasmoro Raya No.60, Karangayu, Semarang Barat, Semarang City, Central Java 50142",0.10060737265677533,0.38195443943337537,1,0,1,0,1,210
Maxpress Coin Laundry Alam Sutera,081234567891,"Bayer Indonesia, Blok 11D No.8 a, Bambankerep, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50211",0.10220094999359375,0.38394739285985313,0,1,1,1,0,211
Loundry Manual,081234567891,"Jl. Cd. Prambanan Tim. Raya No.13, Kalipancur, Kec. Ngaliyan, Kota Semarang, Jawa Tengah 50183",0.033304879611258276,0.5618392466013118,0,1,1,1,1,212
Royal Laundry Express,081234567891,"X9JR+W98 My-Best Laundry Dan Dry Clean, Jl. Gn. Talang III, Bendan Duwur, Kec. Gajahmungkur, Kota Semarang, Jawa Tengah 50235",0.10419961736771277,0.38182298454398644,1,1,0,1,1,213
ECO CLEAN Laundry Wet Cleaning & Dry Cleaning,081234567891,"293Q+FF6 Kiloan Laundry & Dry Clean, Jl. Tarupolo Raya, Gisikdrono, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50149",0.10111687946938175,0.3839777286035586,1,1,1,1,0,214
Laundry Coin Xpress,081234567891,"2CCF+7F5 Star Laundry, Jl. Wotgandul Dalam, Gabahan, Kec. Semarang Tengah, Kota Semarang, Jawa Tengah 50135",0.10254650256282549,0.3826965681068213,0,1,1,1,1,215
Laundrette,081234567891,"Jl. Sendangsari Utara VIII No.10, Kalicari, Kec. Pedurungan, Kota Semarang, Jawa Tengah 50198",0.10105797537863292,0.3824856488321906,1,1,1,1,1,216
GO LAUNDRY KARANG TENGAH,081234567891,"XCXJ+WMQ Arsyta Laundry, Jalan, Krajan II, Wonodri, Kec. Semarang Sel., Kota Semarang, Jawa Tengah 50242",0.10351710806430481,0.38675292447778276,1,1,1,1,1,217
1PRO One Stop Laundry Services,081234567891,"Jl. Karang Rejo Raya No.mor 87, Karangrejo, Gajahmungkur, Semarang City, Central Java 50234",0.10110348806319003,0.3824826438764459,0,0,0,1,0,218
Rodza Laundry,081234567891,"Jl. Bintoro Raya No.11, Pandean Lamper, Gayamsari, Semarang City, Central Java 50249",0.10744938591354358,0.3826367551781944,1,0,1,1,0,219
Kwiknklin Laundry Bintaro,081234567891,"Kp. Gunung Sari RT 02, RT.002/RW.003, Panunggangan Bar., Kec. Cibodas, Kota Tangerang, Banten 15139",0.09974769866874944,0.3850612774868196,0,1,0,1,1,220
Langit Laundry Karawaci,081234567891,"QJW4+M2W JE CLEAN LAUNDRY, Jl. Empu Gandring No.43, RT.005/RW.007, Cibodas Baru, Cibodas, Tangerang City, Banten 15138",0.10487959316184126,0.3818105831393268,1,1,0,1,1,221
Gian Laundry Bintaro ( Laundry Antar Jemput ),081234567891,"Ruko Vienna A No.11, Gading Serpong, Kelapa Dua, Klp. Dua, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15810",0.09789253649882046,0.38775118985515444,0,0,0,1,1,222
Griya Resik,081234567891,"Jl. Jalur Sutera Kav.19A No.2, RT.001/RW.015, Kunciran, Pinang, Tangerang City, Banten 15143",0.10122545843850406,0.3820864666952879,0,0,0,0,1,223
Laundry Lab Gading Serpong,081234567891,"Jl. Puspogiwang III No.14, Gisikdrono, Kec. Semarang Barat, Kota Semarang, Jawa Tengah 50149",0.10066482902793583,0.38184950447087296,0,1,1,1,0,224
Kireiwash • Kirei Wash & Beyond - Alam Sutera,081234567891,"Jl. Beringin Raya No.151, RT.001/RW.003, Perum 1, Nusa Jaya, Kec. Karawaci, Kota Tangerang, Banten 15116",0.10119170847560188,0.38395683700647876,1,0,1,0,1,225
MOMMY LAUNDRY EXPRESS KILOAN,081234567891,"Ruko Jalur Sutera Kav. 31A No.20 Alam Sutera, Pakualam, Kec. Serpong Utara, Kota Tangerang Selatan, Banten 15320",0.10116990219930311,0.3832094138871982,1,1,1,1,0,226
The Daily Wash pondok Betung,081234567891,"Ruko GWR Blok AA2/32, Jl. MH. Thamrin No.3, Kota Tangerang, Banten 15143",0.09900411369521012,0.3881266662300735,1,1,1,1,1,227
Laundry Hotel - Biji Laundry (Pt. Binatu Jaya Indonesia),081234567891,"Pasar sinpasa rukoK20, jalan boulevard, Pakulonan Bar., Kec. Klp. Dua, Kabupaten Tangerang, Banten 15810",0.10256921366386695,0.3848290373357166,0,0,1,1,1,228
Plimsollpunk Laboratory,081234567891,"Jl. Karyawan 4 No.11, East Karang, Karang Tengah, Tangerang City, Banten 15157",0.10832272275518395,0.3827912480616247,1,0,1,0,0,229
Queens Coin Laundry,081234567891,"Ruko Sentra Gading SG2 No. 11, Jl. Klp. Gading Sel., West Pakulonan, Kelapa Dua, Tangerang Regency, Banten 15810",0.11427447894762366,0.3856902194938918,1,0,0,1,1,230
Cuci Inn Laundry Kiloan & Satuan,081234567891,"No, Jl. Ks. Tubun No.18, RT.003/RW.004, Ps. Baru, Kec. Karawaci, Kota Tangerang, Banten 15112",0.0979623889689557,0.38672306571117954,0,0,1,0,0,231
Marc's Laundry Karang Tengah,081234567891,"Ruko Fiera Boulevard, Jl. Graha Raya Bintaro, West Pondok Kacang, Pondok Aren, South Tangerang City, Banten 15226",0.1038949628768504,0.38657119620181213,1,0,1,0,0,232
Shine Wash Laundry,081234567891,"Jl. Beringin Raya No.#6, RT.002/RW.008, Nusa Jaya, Kec. Karawaci, Kota Tangerang, Banten 15116",0.10414758994500828,0.38301571348595953,1,1,1,1,0,233
Snow Laundry,081234567891,"Jl. Mandar III Gg. Musholah No.3, Pondok Karya, Pondok Aren, South Tangerang City, Banten 15225",0.09921077566643954,0.38209738947093097,1,1,1,1,1,234
Urban Coin Laundry,081234567891,"Ruko Islamic Village blok O7 no.5. Jalan Kano Raya. Kelapa Dua, Kelapa Dua, Tangerang Regency, Banten 15810",0.09727454119956591,0.386038221987719,1,1,0,1,0,235
The DailyWash Laundromat - Villa Melati Mas,081234567891,"Ruko Arcadia Grande, Jl. Boulevard Raya Gading Serpong, Kelapa Dua, Tangerang Regency, Banten 15810",0.09825582363300878,0.38378192950307,1,0,0,0,1,236
The Best Laundry,081234567891,"Ruko Imperial Walk, Jalur Sutera, Alam Sutera Kavling 29B No. 41 Tangerang, Pakualam, Kec. Serpong Utara, Kota Tangerang Selatan, Banten 15320",0.105866575991163,0.38172515654030725,0,1,0,0,0,237
Yellowkets cuci sepatu dan tas,081234567891,"Jl. Kp. Kamurang Atas No.29, Pakualam, Serpong Utara, South Tangerang City, Banten 15320",0.10499142950003726,0.38272976571313944,1,1,1,1,1,238
HARUME Laundry,081234567891,"Jl. Kp. Kamurang Atas No.29, Pakualam, Serpong Utara, South Tangerang City, Banten 15320",0.1032215018208692,0.3816476477611861,1,1,1,1,1,239
Laundry. SIGER LAUNDRY,081234567891,"Jl. Mandar III Gg. Musholah No.3, Pondok Karya, Pondok Aren, South Tangerang City, Banten 15225",0.10441324648946093,0.37796013778342097,1,1,0,0,1,240
Laundry Center,081234567891,"3, Jl. Pd. Betung Raya No.6, RT.3/RW.2, Pd. Karya, Kec. Pd. Aren, Kota Tangerang Selatan, Banten 15225",0.10275189777941529,0.3820482608293956,1,1,1,1,1,241
JetWash Laundry,081234567891,"Jl. Sultan Ageng Tirtayasa No.20, Kunciran, Kec. Pinang, Kota Tangerang, Banten 11440",0.10592267512520959,0.3862002034116552,1,0,1,1,1,242
Laundry Permata,081234567891,"Jl. Komp. Purnabhakti Sitanala No.04/03 no.39, RT.004/RW.003, Karang Sari, Neglasari, Tangerang City, Banten 15121",0.10763822283734215,0.3799851917688821,0,1,1,0,0,243
Shin Laundry,081234567891,"Jl. Villa Taman Bandara No.9, Dadap, Kec. Kosambi, Kabupaten Tangerang, Daerah Khusus Ibukota Jakarta 15211",0.09845606134856522,0.3813480107455307,0,1,1,1,1,244
CLEANIC LAUNDRY,081234567891,"Jl. Pd. Jaya No.5, RT.1/RW.3, Pd. Jaya, Kec. Pd. Aren, Kota Tangerang Selatan, Banten 15220",0.0990801189735957,0.37760269114296907,0,0,0,0,1,245
Laundromat Coin Laundry IPSO,081234567891,"Jl. Raden Saleh No.72C, RT.001/RW.002, Karang Mulya, Karang Tengah, Tangerang City, Banten 15157",0.1004726442525894,0.3818418728372368,1,0,0,1,0,246
Laundry.in,081234567891,"QJWR+C3C Shine Wash Laundry, Ruko Versaille Modernland, Jalan Honoris Bulevar Klp. Indah, Kec. Tangera, Kota Tangerang, RT.003/RW.001, Klp. Indah, Kec. Tangerang, Kota Tangerang, Banten 15117",0.10683347171119728,0.3827284301772531,0,1,0,0,1,247
Dor2Dor Laundry Services,081234567891,"Ruko Bolsena Blok A 53 Jl.Raya Bolsena, Curug Sangereng, Kelapa Dua, Tangerang Regency, Banten 15810",0.1033996618127041,0.38572642205595553,1,0,0,1,0,248
Kilo Laundry 1st Professionals,081234567891,"Ruko Emerald Boulevard, Blok AA 1, Jl. Jombang Raya No.29, Parigi, Pondok Aren, South Tangerang City, Banten 15227",0.09786095811530071,0.3879446994655522,0,0,0,1,1,249
My laundry,081234567891,"Ruko Villa Melati mas Blok B10/11 Jelupang Kecamatan Serpong Utara, Jelupang, Kec. Serpong, Kota Tangerang Selatan, Banten 15310",0.10356994982927759,0.38128619451307433,0,0,1,1,1,250
SUTERA LAUNDRY,081234567891,"QM4Q+246 LAUNDRY, Pd. Kacang Bar., Kec. Pd. Aren, Kota Tangerang Selatan, Banten 15226",0.10467220733081761,0.3829953942614024,0,1,1,1,1,251
Any Laundry,081234567891,"Jl. Subandi No.2, RT.003/RW.002, Cimone Jaya, Karawaci, Tangerang City, Banten 15113",0.10296661269085461,0.3814256149200732,1,1,1,0,0,252
B! Laundry Partner at Helloroom Tangerang,081234567891,"Tangcity Mall lantai LG A 19 C, Jl. Jenderal Sudirman No.1, RT.001/RW.005, Babakan, Kec. Tangerang, Kota Tangerang, Banten 15118",0.1050981083371999,0.38266317970966046,1,1,0,0,0,253
Laundry Keluarga,081234567891,"Ruko Sabina, Jl. Betet Raya No.10A, RT.001/RW.001, Cibodasari, Kec. Cibodas, Kota Tangerang, Banten 15138",0.10587870064271498,0.38344733006581766,1,0,0,1,1,254
Laundry Perkilo Premium Sektor 5 Bintaro,081234567891,"Pasir Jaya, Kec. Cikupa, Kabupaten Tangerang, Banten 15710",0.09801016371536952,0.3872154014761575,0,0,1,0,0,255
CITIZEN LAUNDRY BSD CITY,081234567891,"Lippo Cyber Park, JL Boulevard Gajah Mada, No. 2159, Curug Neglasari, RT.001/RW.009, Panunggangan Bar., Kec. Tangerang, Kota Tangerang, Banten 15138",0.09337990405962282,0.38505727087915975,0,0,0,0,1,256
Royal Professional Laundry Services,081234567891,"Jalan Green Lake City Rukan Amerika Latin Colombus A 21, RT.002/RW.009 Petir, Kec. Cipondoh, Banten, Daerah Khusus Ibukota Jakarta, Kota Tangerang, Banten 15147",0.09988088887087276,0.386510906296083,1,1,1,1,1,257
MaMit's Laundry - Workshop,081234567891,"Perumahan Permata, Raya, Jl. Raya Regency II No.43, Kabupaten Tangerang, Banten 15560",0.09649204876209105,0.38585553975754383,0,0,1,1,0,258
Nell_clean Laundry,081234567891,"7 15334 Banten, Tangerang, Medang, Pagedangan, Tangerang Regency, Banten 15334",0.10057787537016372,0.38215405435068206,1,1,1,0,1,259
Laundrys.id,081234567891,"Jalan Citra Raya Boulevard Ruko Rembrandt Blok R1 No 49R Mekar Bakti Panongan, Kabupaten Tangerang, Banten 15710",0.09846682876300317,0.3843541589326813,1,0,0,0,1,260
Ayo Laundry Magnolia,081234567891,"Jl. Kp. Klp. Lilin No.1, RT.1/RW.3, Kelapa Dua, Tangerang Regency, Banten 15810",0.1043351601141671,0.3800034599919,0,0,0,0,1,261
Laundry Pagi Bintaro,081234567891,"Jl. Bahagia No.70, RT.002/RW.002, Pasar Anyar, Kec. Tangerang, Kota Tangerang, Banten 15111",0.10084923231049525,0.3851344457743098,0,0,1,0,0,262
